id,title,id_cate,categorySlug,gender,image1,price,slug,colors,size,descriptions,sale,active,image2
fDcMZgOG99,Áo Thun Nam Tay Ngắn Cotton Thêu Chữ Phối Viền Cổ,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/variant/10s25tss027-white-alyssum-1-jpg-h06f.webp,471000,ao-thun-tay-ngan-nam-phoi-co-loose-027,white,"S,M,L,XL","Áo thun nam tay ngắn phối viền cổ mang đến phong cách trẻ trung, năng động với điểm nhấn đường viền tinh tế ở cổ áo. Thiết kế đơn giản nhưng hiện đại, dễ dàng phối với nhiều loại quần khác nhau, từ jeans, khaki đến short, phù hợp cho cả đi làm, đi học và dạo phố.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25tss027-white-alyssum-1-jpg-h06f.webp
jEcIU90mUo,Áo Thun Nam Tay Ngắn Cotton Hình In Ngực Trái,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25tss024-green-1-jpg-poh8.webp,373000,10s25tss024,blue,"S,M,L,XL","Áo thun nam tay ngắn với điểm nhấn miếng patch ở ngực trái mang đến phong cách trẻ trung và cá tính. Thiết kế tối giản nhưng tinh tế, dễ dàng tạo ấn tượng và phù hợp với nhiều phong cách thời trang từ thường ngày đến streetwear hiện đại.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25tss024-green-1-jpg-poh8.webp
nGZGIdvNFQ,Áo Polo Slimme Phối Nút Tay Dài Form Fitted,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25polw003-melange-gray-1-jpg-lwal.webp,372400,ao-thun-tay-dai-nu-co-be-fitted-003,gray,"S,M,L","Áo thun nữ tay dài cổ bẻ mang phong cách thanh lịch và hiện đại, vừa tạo nét chỉn chu vừa giữ được sự trẻ trung năng động. Thiết kế cổ bẻ tinh tế giúp chiếc áo dễ dàng ứng dụng trong nhiều hoàn cảnh, từ đi làm, dạo phố đến gặp gỡ bạn bè.",16,1,https://media.routine.vn/1200x1500/prod/variant/10f25polw003-melange-gray-1-jpg-lwal.webp
RmUPzVG7jV,Áo Polo Slimme Diễu Tay Form Fitted,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25polw001-green-lily-1-jpg-ouez.webp,325850,ao-polo-tay-ngan-nu-fitted-cropped-001,green,"S,M,L","Áo thun nữ cổ polo viền xoắn mang nét trẻ trung và nữ tính, nổi bật với chi tiết viền xoắn ở tay áo tạo điểm nhấn tinh tế. Thiết kế croptop hiện đại, dễ dàng kết hợp cùng quần jeans, chân váy hoặc quần short cho phong cách năng động, thời thượng.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f25polw001-green-lily-1-jpg-ouez.webp
2qKkRZmxKk,Áo Thun Nữ Tay Ngắn Cotton Thêu Ngực Trái Regular,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25tssw015-snow-white-1-jpg-zrmj.webp,245000,ao-thun-tay-ngan-nu-theu-regular-015,white,"XS,S,M,L","Áo thun tay ngắn nữ thêu nhỏ là lựa chọn lý tưởng cho những ai yêu thích sự đơn giản nhưng vẫn muốn tạo điểm nhấn tinh tế trong trang phục hàng ngày. Với họa tiết thêu nhỏ gọn, tinh xảo ở phần ngực, mang lại cảm giác nhẹ nhàng, dễ thương và phù hợp với nhiều phong cách khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f25tssw015-snow-white-1-jpg-zrmj.webp
sVuJiHVvW1,Áo Thun Nữ Tay Ngắn Cotton Rút Hai Bên Together,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25tssw042-beige-1-jpg-7vis.webp,343000,ao-thun-tay-ngan-nu-hinh-in-fitted-042,brown,"S,M,L","Mẫu áo thun tay ngắn nữ hình in nhún eo hai bên form fitted là lựa chọn lý tưởng cho những ai yêu thích phong cách nữ tính nhưng vẫn năng động. Thiết kế nhún eo hai bên giúp tạo điểm nhấn và tôn dáng, kết hợp cùng họa tiết in bắt mắt mang lại sự trẻ trung, nổi bật.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25tssw042-beige-1-jpg-7vis.webp
Oh0Sq58TpD,Áo Thun Nữ Tay Ngắn Cotton Phối Ren Tay Fitted,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25tssw043-melange-grey-1-jpg-ou7p.webp,324000,ao-thun-tay-ngan-nu-phoi-ren-fitted-043,gray,"S,M,L","Mẫu áo thun tay ngắn nữ phối ren form fitted mang đến sự kết hợp hài hòa giữa vẻ đẹp nữ tính và sự thoải mái hàng ngày. Thiết kế phối ren tinh tế tạo điểm nhấn duyên dáng, giúp trang phục trở nên nổi bật và sang trọng hơn.",37,1,https://media.routine.vn/1200x1500/prod/variant/10s25tssw043-melange-grey-1-jpg-ou7p.webp
Rd3RfyrJTp,Áo Thun Nữ Tay Ngắn Cotton Thêu Icon Form Regular,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25tssw014-pink-1-jpg-jpry.webp,274000,ao-thun-tay-ngan-nu-theu-regular-014,pink,"XS,S,M,L,XL","Áo thun tay ngắn nữ thêu trái tim là một thiết kế đơn giản nhưng đầy tinh tế, mang lại nét dễ thương và trẻ trung cho người mặc. Điểm nhấn của áo nằm ở chi tiết thêu trái tim nổi bật trước ngực, tạo điểm nhấn nhẹ nhàng nhưng cuốn hút, phù hợp cho các bạn gái yêu thích phong cách tối giản mà vẫn có cá tính.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f25tssw014-pink-1-jpg-jpry.webp
YYBIlO5tx4,Áo Thun Nữ Crop Tay Ngắn Cotton Thêu Chữ Regular,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25tssw016-white-sand-2-jpg-cteb.webp,274000,ao-thun-nu-crop-tay-ngan-cotton-theu-chu-regular-016,pink,"XS,S,M,L","Mẫu áo thun nữ crop tay ngắn form regular mang phong cách trẻ trung, năng động và dễ phối đồ, là lựa chọn hoàn hảo cho những cô nàng yêu thích sự đơn giản nhưng vẫn muốn tạo điểm nhấn hiện đại. Thiết kế crop ngắn vừa phải giúp tôn dáng và tạo hiệu ứng đôi chân dài hơn.",38,1,https://media.routine.vn/1200x1500/prod/variant/10f25tssw016-white-sand-2-jpg-cteb.webp
g31EStKJVN,Chân Váy Ngắn Nữ Dệt Kim Xếp Ly Cạp Rộng,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/flatlay-29079966-1-jpg-crxu.webp,471000,chan-vay-ngan-nu-det-kim-nu-xep-ly-cap-rong-015,gray,"XS,S,M,L","Chân váy ngắn nữ dệt kim mang phong cách trẻ trung và nữ tính, dễ dàng phối cùng áo thun, áo sơ mi hoặc áo dệt kim để tạo nhiều outfit đa dạng. Thiết kế đơn giản nhưng tinh tế, phù hợp cho cả đi học, đi làm và đi chơi.",0,1,https://media.routine.vn/1200x1500/prod/variant/flatlay-29079966-1-jpg-crxu.webp
hjnjEOIV66,Chân Váy Denim Nữ Dài Ôm Nhẹ Hông Form Flared,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25dskw005-off-white-1-jpg-xscp.webp,569000,chan-vay-denim-nu-flared-005,white,"XS,S,M,L","Mẫu chân váy denim nữ dài form flared là sản phẩm thời trang cao cấp được đội ngũ thiết kế Routine chăm chút tỉ mỉ trong từng đường kim mũi chỉ, chú trọng đến cả những chi tiết nhỏ nhất.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f25dskw005-off-white-1-jpg-xscp.webp
5WuqCNI7Zu,Chân Váy Denim Nữ Dài Xẻ Tà Lệch Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25dskw004-dnavy-1-jpg-hnx8.webp,638000,chan-vay-denim-nu-xe-lech-straight-004,blue,"XS,S,M,L","Mẫu chân váy denim nữ xẻ lệch form straight là item thời trang nổi bật với thiết kế hiện đại và cá tính. Với điểm nhấn là đường xẻ lệch tinh tế, sản phẩm giúp tôn lên đôi chân và tạo hiệu ứng dáng thon gọn hơn. Dễ dàng phối cùng áo thun, sơ mi hay áo croptop, chân váy mang lại phong cách vừa trẻ trung vừa năng động.",41,1,https://media.routine.vn/1200x1500/prod/variant/10s25dskw004-dnavy-1-jpg-hnx8.webp
v8W5yTusRL,Chân Váy Nữ Cotton Lưng Thun Hai Lớp Aline,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10s25skiw006r1-pink-1-jpg-elib.webp,569000,chan-vay-nu-lung-thun-hai-lop-aline-6r1,pink,"XS,S,M,L","Chân váy nữ dài lưng thun hai lớp mang thiết kế thanh lịch và nữ tính, dễ dàng kết hợp trong nhiều hoàn cảnh. Với phần lưng chun thoải mái cùng lớp lót tinh tế, sản phẩm mang lại sự tiện dụng và sự tự tin khi mặc.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25skiw006r1-pink-1-jpg-elib.webp
Yhil3I6VFu,Chân Váy Denim Nữ Dài Ôm Nhẹ Hông Form Flared,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25dskw005-off-white-1-jpg-xscp.webp,569000,chan-vay-denim-nu-flared-005,white,"XS,S,M,L","Mẫu chân váy denim nữ dài form flared là sản phẩm thời trang cao cấp được đội ngũ thiết kế Routine chăm chút tỉ mỉ trong từng đường kim mũi chỉ, chú trọng đến cả những chi tiết nhỏ nhất.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f25dskw005-off-white-1-jpg-xscp.webp
0iNs52TB20,Chân Váy Denim Nữ Ngắn Thắt Lưng Form A Line,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25dskw005-lindigo-1-jpg-nlzl.webp,520000,chan-vay-ngan-denim-nu-that-lung-a-line-005,blue,"XS,S,M,L","Chân váy ngắn denim nữ thắt lưng form A-line là item thời trang trẻ trung, phù hợp với nhiều phong cách từ năng động đến nữ tính. Thiết kế dáng váy chữ A kết hợp cùng chi tiết thắt lưng tạo điểm nhấn nổi bật, tôn dáng người mặc và dễ dàng phối đồ.",18,1,https://media.routine.vn/1200x1500/prod/variant/10s25dskw005-lindigo-1-jpg-nlzl.webp
MSpF374Oor,Chân Váy Nữ Dài Xếp Ly 2 Lớp Mềm Mịn Form A Line,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25skiw004-olive-1-jpg-vr68.webp,667000,chan-vay-nu-xep-ly-a-line-004,green,"XS,S,M,L","Mẫu chân váy nữ xếp ly form A-line mang đến vẻ đẹp nữ tính và thanh lịch, phù hợp cho nhiều hoàn cảnh từ đi làm, dạo phố cho đến dự tiệc nhẹ. Các đường xếp ly mềm mại tạo hiệu ứng bồng bềnh, tôn dáng và giúp chuyển động của người mặc thêm uyển chuyển.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25skiw004-olive-1-jpg-vr68.webp
XkV3LiW8Ik,Chân Váy Nữ Denim Tái Chế Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/media/10f24dskw005-blue-vay-jean-nu-1-jpg-o1xh.webp,540000,chan-vay-jean-nu-straight-5,blue,"S,M,L",Mẫu chân váy jean nữ straight là sản phẩm chất lượng cao được Routine trau chuốt kỹ lưỡng từ khâu chọn chất liệu đến quá trình sản xuất để tạo ra sản phẩm chất lượng giúp người mặc cảm thấy tự tin hơn.,0,1,https://media.routine.vn/1200x1500/prod/media/10f24dskw005-blue-vay-jean-nu-1-jpg-o1xh.webp
xW2Di4k9BH,Quần Short Nam Coffee Lovers 5 Dây Rút Form Loose,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25pks001-brown-rice-1-jpg-j7go.webp,490000,quan-short-nam-day-rut-loose-001,brown,"S,M,L,XL","Mẫu quần short nam với thiết kế tối giản và tinh gọn, sản phẩm dễ dàng kết hợp với nhiều trang phục khác nhau, tạo ra đa dạng phong cách.",33,1,https://media.routine.vn/1200x1500/prod/product/10s25pks001-brown-rice-1-jpg-j7go.webp
E0kHXpEShP,Đầm Nữ Sơ Mi Cotton Tay Ngắn Rút Dây Regular,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10s25drew005-grey-1-jpg-2anc.webp,618000,dam-so-mi-tay-ngan-nu-regular-005,gray,"XS,S,M,L","Đầm nữ sơ mi tay ngắn rút dây mang đến vẻ ngoài thanh lịch nhưng vẫn trẻ trung, phù hợp nhiều hoàn cảnh.",28,1,https://media.routine.vn/1200x1500/prod/product/10s25drew005-grey-1-jpg-2anc.webp
Zj1kyLthfW,Đầm Thun Slimme Cổ Polo Phối Viền Form Regular,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25drew003-grey-melange-1-jpg-49xy.webp,638000,10f25drew003,gray,"XS,S,M,L","Đầm thun tay ngắn nữ cổ polo form regular mang đến vẻ đẹp thanh lịch xen lẫn nét năng động hiện đại. Thiết kế cổ polo kinh điển kết hợp cùng chất vải thun co giãn nhẹ, giúp người mặc cảm thấy thoải mái nhưng vẫn giữ được phom dáng gọn gàng, tinh tế. Đây là lựa chọn lý tưởng cho những ngày dạo phố, đi làm hoặc gặp gỡ bạn bè.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f25drew003-grey-melange-1-jpg-49xy.webp
AkRVqKGLDE,Đầm Thun Nữ Tay Ngắn Cotton Dáng Suông,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25drew002-grey-1-jpg-zdvo.webp,490000,dam-thun-tay-ngan-nu-regular-002,gray,"XS,S,M,L","Mẫu đầm thun nữ tay ngắn form regular là lựa chọn hoàn hảo cho những cô nàng yêu thích sự đơn giản, thoải mái nhưng vẫn không kém phần nữ tính. Với thiết kế trẻ trung, dễ mặc và dễ phối cùng phụ kiện, chiếc đầm này phù hợp để diện đi làm, đi chơi hay dạo phố cuối tuần.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25drew002-grey-1-jpg-zdvo.webp
jf65uF9pHL,"Áo Thun Nam Tay Ngắn Cotton ""Friend Club"" Cổ Tròn",erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25tss029-lunar-rock-1-jpg-pvbl.webp,274400,10s25tss029,gray,"S,M,L,XL","Áo thun nam tay ngắn in chữ ""Friend Club"" form loose mang phong cách trẻ trung, cá tính với điểm nhấn chữ in nổi bật ở mặt trước. Thiết kế đơn giản, dễ mặc, thích hợp cho nhiều hoạt động hằng ngày từ đi chơi, dạo phố cho đến các buổi tụ họp bạn bè.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25tss029-lunar-rock-1-jpg-pvbl.webp
IvvsQnclJx,"Áo Thun Nam Tay Ngắn Cotton ""Friend Club"" Cổ Tròn",erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25tss029-lunar-rock-1-jpg-pvbl.webp,274400,10s25tss029,gray,"S,M,L,XL","Áo thun nam tay ngắn in chữ ""Friend Club"" form loose mang phong cách trẻ trung, cá tính với điểm nhấn chữ in nổi bật ở mặt trước. Thiết kế đơn giản, dễ mặc, thích hợp cho nhiều hoạt động hằng ngày từ đi chơi, dạo phố cho đến các buổi tụ họp bạn bè.",39,1,https://media.routine.vn/1200x1500/prod/product/10s25tss029-lunar-rock-1-jpg-pvbl.webp
LQBj4WxoqM,Đầm Dài Sơ Mi Nữ Tay Ngắn Kẻ Sọc Form Loose,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/media/10s24drew007-yellow-dam-nu-ngan-tay-1-jpg-kdy5.webp,199000,10s24drew007,yellow,"XS,S,M,L",Mẫu đầm dài sơ mi nữ tay ngắn kẻ sọc polyester form loose là sản phẩm được các tín đồ thời trang yêu thích với vẻ đẹp hiện đại và trẻ trung với kiểu dáng thiết kế thời thượng.,31,1,https://media.routine.vn/1200x1500/prod/media/10s24drew007-yellow-dam-nu-ngan-tay-1-jpg-kdy5.webp
eGSvTboAYP,Chân Váy Midi Dài Lưng Thun Form A Line,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/media/10f24skiw006-black-chan-vay-nu-1-jpg-nivq.webp,446600,10f24skiw006,black,"XS,S,M,L","Mẫu chân váy midi lưng thun là sản phẩm được các tín đồ thời trang yêu thích nhờ vẻ đẹp hiện đại và trẻ trung, cùng kiểu dáng thiết kế thời thượng.",0,1,https://media.routine.vn/1200x1500/prod/media/10f24skiw006-black-chan-vay-nu-1-jpg-nivq.webp
3cWBuB6JqD,Đầm Thun Chữ A Sát Nách Cotton Trơn Form A Line,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/media/10s24drew001-tea-dam-thun-nu-sat-nach-1-jpg-ukfi.webp,490000,dam-thun-nu-sat-nach-aline,brown,"XS,S,M,L",Mẫu đầm nữ chữ a sát nách thun 100% cotton trơn form a line là sản phẩm được các tín đồ thời trang yêu thích với vẻ đẹp hiện đại và trẻ trung với kiểu dáng thiết kế thời thượng.,37,1,https://media.routine.vn/1200x1500/prod/media/10s24drew001-tea-dam-thun-nu-sat-nach-1-jpg-ukfi.webp
ncL3jFhnUq,"Quần Short Nam Basic Mềm Mịn, Đứng Form Straight",erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25psh014-beige-1-jpg-gug9.webp,294000,10s25psh014,brown,"S,M,L,XL,XXL","Quần short nam basic mềm mịn form straight mang phong cách tối giản, dễ mặc và phù hợp với nhiều hoạt động thường ngày. Thiết kế đơn giản nhưng tinh tế, giúp người mặc thoải mái kết hợp cùng áo thun, polo hoặc sơ mi để tạo nên outfit năng động.",24,1,https://media.routine.vn/1200x1500/prod/product/10s25psh014-beige-1-jpg-gug9.webp
tdfxb8HhmK,Đầm Thun Slimme Raglan Xẻ Trước Form Fitted,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25drew001-narcreous-cloud-1-jpg-y19x.webp,513000,dam-thun-slimme-kieu-xe-truoc-a-line-001,gray,"XS,S,M,L","Đầm thun slim A-line kiểu xẻ trước mang đến vẻ đẹp nữ tính và hiện đại. Thiết kế dáng A nhẹ nhàng, kết hợp chi tiết xẻ trước tinh tế giúp tôn dáng và tạo điểm nhấn nổi bật. Phù hợp để diện đi làm, đi chơi hoặc hẹn hò, vừa thanh lịch vừa quyến rũ.",15,1,https://media.routine.vn/1200x1500/prod/variant/10f25drew001-narcreous-cloud-1-jpg-y19x.webp
OoIIC9rfF6,Đầm Thun Slimme Raglan Xẻ Trước Form Fitted,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25drew001-narcreous-cloud-1-jpg-y19x.webp,513000,dam-thun-slimme-kieu-xe-truoc-a-line-001,gray,"XS,S,M,L","Đầm thun slim A-line kiểu xẻ trước mang đến vẻ đẹp nữ tính và hiện đại. Thiết kế dáng A nhẹ nhàng, kết hợp chi tiết xẻ trước tinh tế giúp tôn dáng và tạo điểm nhấn nổi bật. Phù hợp để diện đi làm, đi chơi hoặc hẹn hò, vừa thanh lịch vừa quyến rũ.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f25drew001-narcreous-cloud-1-jpg-y19x.webp
qipzBkudLb,Đầm Thun Slimme Tay Dài Cổ Thuyền Diễu Eo Form A Line,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/media/10f24drew011-deep-black-1-dam-nu-jpg-cfc4.webp,559550,dam-thun-nu-tay-dai-a-line-011,black,"XS,S,M,L",Mẫu đầm thun nữ tay dài là sản phẩm chất lượng cao được Routine trau chuốt kỹ lưỡng từ khâu chọn chất liệu đến quá trình sản xuất để tạo ra sản phẩm chất lượng giúp người mặc cảm thấy tự tin hơn.,0,1,https://media.routine.vn/1200x1500/prod/media/10f24drew011-deep-black-1-dam-nu-jpg-cfc4.webp
5uLXAwsbzK,Đầm Thun Slimme Tay Cánh Dơi Diễu Eo Form A Line,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f24drew005-cherry-mahogany-1-dam-nu-jpg-vy79-webp-hgkx.webp,513000,dam-tay-coc-xep-ly-trang-tri-form-a-line-005,brown,"XS,S,M,L","Mẫu đầm tay cộc xếp ly trang trí form a line là món đồ thời trang được rất nhiều bạn trẻ yêu thích trong thời gian gần đây. Với thiết kế hiện đại, đa dạng kiểu dáng và tone màu đặc trưng, sản phẩm giúp người mặc tạo nên nhiều phong cách mới lạ.",0,1,https://media.routine.vn/1200x1500/prod/variant/10f24drew005-cherry-mahogany-1-dam-nu-jpg-vy79-webp-hgkx.webp
sds1Sil85k,Quần Denim Nam Xanh Đậm Form Straight Cropped,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/variant/10s25dpa026-d-indigo-1-jpg-ja2h.webp,490000,quan-denim-nam-xanh-dam-form-straight-cropped-026,blue,"S,M,L,XL","Quần denim nam xanh đậm form straight cropped mang phong cách trẻ trung, hiện đại với thiết kế ống đứng lửng trên mắt cá. Tông màu xanh đậm dễ mặc, tạo cảm giác gọn gàng và nam tính, thích hợp để mặc cả đi làm, đi học hay dạo phố.",32,1,https://media.routine.vn/1200x1500/prod/variant/10s25dpa026-d-indigo-1-jpg-ja2h.webp
KKQYWQG5IK,Quần Denim Nam Dài Form Cocoon Rộng Rãi,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa015-d-navy-1-jpg-u695.webp,569000,quan-denim-nam-nhan-vai-chinh-cocoon-015,blue,"S,M,L,XL","Quần denim nam dài form cocoon mang đến phong cách trẻ trung và hiện đại, phù hợp với nhiều hoàn cảnh từ đi làm, dạo phố đến các buổi hẹn cùng bạn bè. Thiết kế đơn giản nhưng tinh tế, dễ dàng kết hợp với nhiều kiểu áo khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa015-d-navy-1-jpg-u695.webp
xtXNEcDUyB,Quần Denim Nam Dài Nhãn Vải Straight,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa008-m-indigo-1-jpg-d12w.webp,589000,quan-denim-nam-nhan-vai-chinh-straight-008,blue,"S,M,L,XL","Mẫu quần denim nam đính nhãn vải mang phong cách trẻ trung và năng động, là lựa chọn hoàn hảo cho những ai yêu thích sự đơn giản nhưng vẫn muốn có điểm nhấn riêng. Thiết kế cơ bản dễ phối cùng nhiều kiểu áo, phù hợp cho cả đi làm lẫn đi chơi.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa008-m-indigo-1-jpg-d12w.webp
jPSUn51UA8,Quần Denim Nam Ống Đứng Nhãn Vải,erqewew,clothes,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa012-m-blue-1-jpg-4urt.webp,569000,quan-denim-nam-nhan-vai-chinh-straight-cropped-012,blue,"S,M,L,XL","Quần denim nam ống đứng nhãn vải form straight cropped mang đến phong cách trẻ trung, năng động nhưng vẫn giữ được nét cổ điển vốn có của denim. Điểm nhấn nhãn vải tinh tế giúp thiết kế trở nên khác biệt, phù hợp cho những ai yêu thích sự tối giản nhưng vẫn muốn tạo dấu ấn riêng. Chiều dài cropped tạo hiệu ứng gọn gàng, dễ dàng phối cùng nhiều kiểu giày khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpa012-m-blue-1-jpg-4urt.webp
ID5sj4xS6N,Quần Denim Nữ Dáng Rộng Form Cocoon Đường May Dọc,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25dpaw023-white-1-jpg-wk1o.webp,589000,quan-denim-nu-cocoon-023,white,"XS,S,M,L","Quần denim nữ dáng rộng mang phong cách trẻ trung và cá tính, tạo cảm giác thoải mái, năng động khi mặc. Thiết kế đơn giản nhưng hiện đại, dễ dàng kết hợp cùng áo thun, áo sơ mi hoặc crop top để tạo nhiều phong cách khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/variant/10s25dpaw023-white-1-jpg-wk1o.webp
G8boJMvh9F,Quần Denim Nữ Túi Hộp Trước Ống Đứng Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10f25dpaw041-mindigo-1-jpg-cdgi.webp,589000,10f25dpaw041,blue,"XS,S,M,L","Quần denim nữ túi đắp form straight là item không thể thiếu trong tủ đồ của các cô gái yêu thích phong cách năng động, cá tính và thời thượng. Với thiết kế đơn giản nhưng nổi bật nhờ chi tiết túi đắp ấn tượng, sản phẩm dễ dàng phối hợp cùng nhiều kiểu áo khác nhau để tạo nên những outfit đa dạng, từ trẻ trung thường ngày đến phá cách cá tính.",50,1,https://media.routine.vn/1200x1500/prod/variant/10f25dpaw041-mindigo-1-jpg-cdgi.webp
Y2FQnUsAdI,Quần Jeans Nữ Kẻ Sọc Lưng Liền Ống Rộng Đứng Phom,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/variant/10s25dpaw027-white-blue-1-jpg-d0qf.webp,618000,quan-jeans-nu-soc-relax-027,blue,"S,M,L","Quần jeans nữ form relax họa tiết sọc là item thời trang độc đáo, tạo điểm nhấn mới lạ cho phong cách thường ngày. Với thiết kế rộng rãi và thoải mái, kết hợp cùng họa tiết sọc nổi bật, sản phẩm mang lại vẻ ngoài cá tính và hiện đại cho người mặc.",13,1,https://media.routine.vn/1200x1500/prod/variant/10s25dpaw027-white-blue-1-jpg-d0qf.webp
wBdTuh9qxw,Quần Denim Nữ Xanh Đậm Ống Đứng Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10s25dpaw004-d-navy-1-jpg-cmxs.webp,569000,10s25dpaw004,blue,"XS,S,M,L","Quần denim nữ xanh đậm ống đứng mang phong cách basic, dễ mặc và dễ phối đồ. Tông màu xanh đậm thanh lịch kết hợp dáng ống đứng cổ điển giúp tôn dáng và tạo cảm giác gọn gàng.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpaw004-d-navy-1-jpg-cmxs.webp
czhSPjYhX2,Quần Denim Nữ Trơn Ống Đứng Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10s25dpaw003-white-1-jpg-cdsg.webp,589000,quan-denim-nu-straigh-t003,white,"XS,S,M,L","Quần denim nữ trơn ống đứng là item cơ bản nhưng luôn mang lại sự trẻ trung và dễ mặc. Thiết kế tối giản, không chi tiết thừa, giúp chiếc quần trở thành lựa chọn lý tưởng cho nhiều phong cách khác nhau.",0,1,https://media.routine.vn/1200x1500/prod/product/10s25dpaw003-white-1-jpg-cdsg.webp
2g8MW9CoOh,Quần Jeans Nữ Ống Đứng Thêu Trái Tym Form Straight,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/media/10f24dpaw034-l-indigo-quan-jean-nu-1-jpg-bmih.webp,540000,quan-jeans-nu-straight-cropped-034-r1,blue,"XS,S,M,L","Mẫu quần jeans nữ ống đứng thêu trái tim mang phong cách nữ tính xen lẫn chút cá tính, là item hoàn hảo cho những cô nàng yêu thích sự tinh tế trong từng chi tiết. Thiết kế ống đứng cổ điển giúp tôn dáng tự nhiên, dễ phối với nhiều kiểu áo khác nhau, từ áo sơ mi thanh lịch đến áo thun năng động.",11,1,https://media.routine.vn/1200x1500/prod/media/10f24dpaw034-l-indigo-quan-jean-nu-1-jpg-bmih.webp
RvVc6BlMgB,Quần Jeans Nữ Form Cocoon Đường May Dọc Nổi Bật,erqewew,clothes,0,https://media.routine.vn/1200x1500/prod/product/10f24pcaw001r1-white-alyssum-1-jpg-jx49.webp,589000,quan-jeans-nu-cocoon-001r1,white,"XS,S,M,L","Mẫu quần khaki nữ dài form quần cocoon là sản phẩm được thiết kế với nhiều form dáng và kiểu mẫu khác nhau, phù hợp với đa dạng dáng người.",42,1,https://media.routine.vn/1200x1500/prod/product/10f24pcaw001r1-white-alyssum-1-jpg-jx49.webp
